ResponseTimestamp,VehicleRef,Latitude,Longitude,Destination,Origin
2024-04-24T09:01:22.663-04:00,MTA NYCT_9482,40.761264,-73.973094,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-24T09:01:22.663-04:00,MTA NYCT_9473,40.729945,-73.992938,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
2024-04-24T09:01:22.663-04:00,MTA NYCT_9495,40.80867,-73.940605,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-24T09:01:22.663-04:00,MTA NYCT_9586,40.821593,-73.9369,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:01:22.663-04:00,MTA NYCT_9583,40.794811,-73.950722,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-24T09:01:22.663-04:00,MTA NYCT_9573,40.772035,-73.965235,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:01:22.663-04:00,MTA NYCT_9565,40.735227,-73.994165,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-24T09:01:22.663-04:00,MTA NYCT_9579,40.735814,-73.989564,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:01:22.663-04:00,MTA NYCT_9576,40.785153,-73.957772,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-24T09:01:22.663-04:00,MTA NYCT_9469,40.812308,-73.936639,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:01:22.663-04:00,MTA NYCT_9484,40.749317,-73.983915,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-24T09:01:22.663-04:00,MTA NYCT_9488,40.749515,-73.98377,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
